name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
Demonhide Boots	0	0	1	0	65	85	0	0	20	0	12	0	31	24	9230	37051	4lb	xlb		320	lbt	lbt	2lb	4lb	ulb	0	16	2	2	1	2	1	flplbt	invlbt									0	0	0	0	0	boot		item_boots	12	item_boots	0	0	5	0	0	0	0	0	6	0	39	69	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Sharkskin Boots	0	0	1	0	76	100	0	0	47	0	14	0	34	25	10697	47430	4vb	xvb		320	vbt	vbt	2vb	4vb	uvb	0	16	2	2	1	2	1	flpvbt	invvbt									0	0	0	0	0	boot		item_boots	12	item_boots	0	0	5	0	0	0	0	0	6	0	42	75	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Mesh Boots	0	0	2	0	87	115	0	0	65	0	16	0	38	25	12052	62371	4mb	xmb		320	mbt	mbt	2mb	4mb	umb	0	16	2	2	1	2	1	flpmbt	invmbt						1			0	0	0	0	0	boot		item_bootschain	12	item_bootschain	0	0	5	0	0	0	0	0	6	0	35	78	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Battle Boots	0	0	3	0	98	130	0	0	95	0	18	0	45	25	13453	85475	4tb	xtb		320	mbt	mbt	2tb	4tb	utb	0	16	2	2	1	2	1	flptbt	invtbt						1			0	0	0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	56	96	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
War Boots	0	0	4	0	109	145	0	0	125	0	24	0	51	25	15443	116787	4hb	xhb		320	hbt	hbt	2hb	4hb	uhb	0	16	2	2	1	2	1	flphbt	invhbt						2			0	0	0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	59	120	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Demonhide Sash	0	0	1	0	75	95	0	0	20	0	12	0	31	24	9304	37243	5lb	zlb		320	lbl	lbl	3lb	5lb	ulc	0	16	2	1	1	2	2	flplbl	invlbl									0	0	0	0	0	belt		item_lightarmor	12	item_lightarmor	0	0	5	0	0	6	0	0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Sharkskin Belt	0	0	1	0	84	108	0	0	20	0	14	0	34	25	10350	45405	5vb	zvb		320	vbl	vbl	3vb	5vb	uvc	0	16	2	1	1	2	2	flpvbl	invvbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Mesh Belt	0	0	2	0	93	121	0	0	58	0	16	0	38	25	11572	59131	5mb	zmb		320	mbl	mbl	3mb	5mb	umc	0	16	2	1	1	2	2	flpmbl	invmbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Battle Belt	0	0	2	0	102	134	0	0	88	0	18	0	45	25	12857	80593	5tb	ztb		320	mbl	mbl	3tb	5tb	utc	0	16	2	1	1	2	2	flptbl	invtbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
War Belt	0	0	3	0	111	147	0	0	110	0	24	0	51	25	15175	114256	5hb	zhb		320	hbl	hbl	3hb	5hb	uhc	0	16	2	1	1	2	2	flphbl	invhbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Grim Helm	0	0	2	0	97	127	0	0	58	0	40	0	47	25	23842	179474	4h9	xh9		320	bhm	bhm	2h9	4h9	uh9	0	0	2	2	1	3	1	flpbhm	invbhm	invbhmu	invbhmu							0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	2	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Grim Shield	0	0	2	0	135	165	0	0	58	20	70	0	44	25	24572	173762	4sh	xsh		320	bsh	bsh	2sh	4sh	ush	0	7	2	3	1	2	2	flpbsh	invbsh	invxshu	invxshu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	40	52	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Barbed Shield	0	0	3	0	105	129	0	0	65	17	55	0	36	25	16578	91162	4pk	xpk		306	spk	spk	2pk	4pk	upk	0	7	2	3	1	3	2	flpspk	invspk	invxpku	invxpku							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	40	76	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Tiara	100	0	1	0	130	160	0	0	45	0	25	0	70	52	22500	355000	qi2	ci2	15	320	lit	lit	ci1	qi2	ci3	0	0	2	2	1	3	1	flpci1	invci2									0	0	0	0	0	circ		item_helm	12	item_helm	0	0	5	0	2	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Diadem	100	0	1	0	150	180	0	0	55	0	20	0	83	64	34000	627125	qi3	ci3	18	320	lit	lit	ci1	ci2	qi3	0	0	2	2	1	4	1	flpci2	invci3									0	0	0	0	0	circ		item_helm	12	item_helm	0	0	5	0	3	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Slayer Guard	100	0	2	0	136	172	0	0	118	0	55	0	49	40	28317	46033	qba	baa		320	ba5	bhm	ba5	qba	baf	0	0	2	2	1	4	1	flpba5	invba5									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Totemic Mask	100	0	1	0	105	147	0	0	65	0	20	0	49	41	24064	46033	qda	dra		320	dr1	dr1	dr5	qda	qdb	0	0	2	2	1	4	1	flpdr1	invdr5									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Heirophant Trophy	100	0	1	0	97	139	0	0	58	12	20	0	49	40	18997	46037	qna	nea		305	ne2	bhm	ne5	qna	qnf	0	10	2	2	1	3	2	flpne2	invne5									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Guilded Shield	100	0	2	0	151	175	0	5	89	22	50	0	45	38	37404	46034	qp9	pa9		304	pa3	spk	pa4	qp9	pae	0	7	2	4	1	5	2	flppa3	invpa4									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	4	0	0	0	1	0	40	56	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Fury Visor	100	0	2	0	159	194	0	0	129	0	35	0	60	49	39106	211960	qbc	bac		320	ba1	bhm	ba2	ba7	qbc	0	0	2	2	1	4	1	flpba1	invba2									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Destroyer Helm	100	0	2	0	182	221	0	0	151	0	45	0	66	54	44441	211960	qbd	bad		320	ba3	bhm	ba3	ba8	qbd	0	0	2	2	1	4	1	flpba3	invba3									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Conquerer Crown	100	0	2	0	202	245	0	0	174	0	50	0	70	60	49139	211961	qbe	bae		320	ba5	bhm	ba4	ba9	qbe	0	0	2	2	1	4	1	flpba5	invba4									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Blood Spirt	100	0	1	0	150	180	0	0	86	0	20	0	58	46	35878	211957	qdb	drb		320	dr1	dr1	dr1	qda	qdb	0	0	2	2	1	4	1	flpdr1	invdr1									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Earth Spirit	100	0	1	0	180	222	0	0	104	0	20	0	66	57	44865	211958	qdd	drd		320	dr3	dr3	dr3	dr8	qdd	0	0	2	2	1	4	1	flpdr3	invdr3									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Sky Spirit	100	0	1	0	195	243	0	0	113	0	20	0	70	62	48288	211959	qde	dre		320	dr4	dr4	dr4	dr9	qde	0	0	2	2	1	4	1	flpdr4	invdr4									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Succubae Skull	100	0	1	0	180	228	0	0	95	10	20	0	70	60	45231	46036	qne	nee		305	ne3	bhm	ne4	ne9	qne	0	10	2	2	1	3	2	flpne3	invne4									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Bloodlord Skull	100	0	1	0	195	249	0	0	106	12	20	0	74	65	48119	46037	qnf	nef		305	ne2	bhm	ne5	qna	qnf	0	10	2	2	1	3	2	flpne2	invne5									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Sacred Rondache	100	0	2	0	146	170	0	0	109	28	68	0	60	52	47830	46033	qpc	pac		304	pa1	spk	pa2	pa7	qpc	0	7	2	2	1	5	2	flppa1	invpa2									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	2	0	0	0	1	0	70	116	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Zakarum Shield	100	0	2	0	200	232	0	5	142	22	65	0	70	61	65021	46034	qpe	pae		304	pa3	spk	pa4	pa9	qpe	0	7	2	4	1	5	2	flppa3	invpa4									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	4	0	0	0	1	0	92	92	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Faceguard	100	0	1	1	50	70	0	0	35	0	30	0	37	25	21890	191230	ci4	ci4	9	320	lit	lit	cix	ci4	ci2	0	0	2	2	1	3	1	flpci1	invci4									0	0	0	0	0	circ		item_helm	12	item_helm	0	0	5	0	1	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
