Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
bloodlord5	510	bloodlord1	bloodlord6	4	Blood Lord5	bloodlord5		bloodlord	BloodLord		L3	1													1	2		9	9	1	44	68	88	bloodlord	bloodlord	10	15	14	13				90	90	90	85	85	85	80	80	80	10	10	10																						1	1												1	1									BloodLordFrenzy	A2	1																						100	45	16	0	0	0													70	60	120	46	46	46	2				50	50	50	10	426	570	126	632	67	149	188	67	149	188				540	676	195	360	120	180	270	120	180	270				720	900	260	840	160	240	360	160	240	360				A1	fire					33	70	80		33	70	80																														A5C Hrt	Act 5 Champ C	Act 5 Unique C		A5C Hrt (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Hrt (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
larzuk	511	larzuk		0	Larzuk	larzuk		human	Npc		XR	1													1	1		3	3	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																																									2																																																																																																											0
drehya	512	drehya		0	Drehya	drehya		human	Npc		XS	1													1	1		3	3	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																																									2																																																																																																											0
malah	513	malah		0	Malah	malah		human	Npc		XT	1													1	1		1	1	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																																									2																																																																																																											0
nihlathak	514	nihlathak		0	Nihlathak Town	nihlathak		human	Npc		0J	1													1	1		2	2	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																																									2																																																																																																											0
qual-kehk	515	qual-kehk		0	Qual-Kehk	qual-kehk		human	Npc		XV	1													1	1		3	3	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1		1									1																																																									2																																																																																																											0
catapultspotter1	516	catapultspotter1	catapultspotter2	0	Catapult Spotter S	catapultspotter1			CatapultSpotter		K9	1													1	1		0	0	0							15	15	15				8	12	16	25	25	25	25	25	25	10	10	10	10	10	10																			1					1													1					Catapult Charged Ball	A1	1	Catapult Spike Ball	A1	1	CatapultBlizzard	A1	1	CatapultPlague	A1	1	CatapultMeteor	A1	1																																		2																																																																																																											0
catapultspotter2	517	catapultspotter1	catapultspotter3	1	Catapult Spotter E	catapultspotter2			CatapultSpotter		K9	1													1	1		0	0	0							15	15	15				8	12	16	25	25	25	25	25	25	10	10	10	10	10	10																			1					1													1					Catapult Charged Ball	A1	1	Catapult Spike Ball	A1	1	CatapultBlizzard	A1	1	CatapultPlague	A1	1	CatapultMeteor	A1	1																																		2																																																																																																											0
catapultspotter3	518	catapultspotter1	catapultspotter4	2	Catapult Spotter Siege	catapultspotter3			CatapultSpotter		K9	1													1	1		0	0	0							15	15	15				8	12	16	25	25	25	25	25	25	10	10	10	10	10	10																			1					1													1					Catapult Charged Ball	A1	1	Catapult Spike Ball	A1	1	CatapultBlizzard	A1	1	CatapultPlague	A1	1	CatapultMeteor	A1	1																																		2																																																																																																											0
catapultspotter4	519	catapultspotter1		3	Catapult Spotter W	catapultspotter4			CatapultSpotter		K9	1													1	1		0	0	0							15	15	15				8	12	16	25	25	25	25	25	25	10	10	10	10	10	10																			1					1													1					Catapult Charged Ball	A1	1	Catapult Spike Ball	A1	1	CatapultBlizzard	A1	1	CatapultPlague	A1	1	CatapultMeteor	A1	1																																		2																																																																																																											0
cain6	520	cain6		0	DeckardCain	cain6		human	Npc		DC	1													1	1		2	2	0				mednpc	mednpc		15	15	15																																				1		1	1	1		1									1																																																									2																																																																																																											0
tyrael3	521	tyrael3		0	tyrael	tyrael3			NpcStationary		TY	1													1	1		0	0	0				mednpc	mednpc		15	15	15																																				1		1	1	1		1									1																																																									2																																																																																																											0
act5barb1	522	act5barb1		0	Act 5 Combatant	act5barb1		human	NpcBarb		0A	1													1	1		5	14	0	25	57	76	act2hire	act2hire	11	15	15	15				15	15	15	85	85	85	15	15	15																								1	1	1				1					1			1	1			1																														100	55	20	-50	-50	-40						70						70						65	2				50	50	50	5	571	761	251		32	57	252							60	80	120		50	150	140							30	50	120		50	150	140																																																																			0
act5barb2	523	act5barb2		0	Act 5 Combatant	act5barb2		human	NpcBarb		0A	1													1	1		5	14	0	31	57	76	act2hire	act2hire	11	15	15	15				15	15	15	85	85	85	15	15	15																								1	1	1				1					1			1	1			1																														100	55	20	-50	-50	-40						70						70						65	2				50	50	50	5	226	355	212		90	122	251							60	80	120		50	150	140							30	50	120		50	150	140																																																																			0
barricadewall1	524	barricadewall1	barricadewall2	0	Barricade Wall Right	barricadewall1			Idle		A6	1													1	1		0	0	0	27	61	78	gargoyletrap	gargoyletrap	2	15	15	15																																					1													1				1																																								50	1000					50	1000	70	20	50		46	1000	0								144	228	88											564	676	52											750	900	70																																																																							0
barricadewall2	525	barricadewall1		1	Barricade Wall Left	barricadewall2			Idle		AK	1													1	1		0	0	0	27	61	78	gargoyletrap	gargoyletrap	2	15	15	15																																					1													1				1																																								50	1000					50	1000	70	20	50		46	1000	0								144	228	88											564	676	52											750	900	70																																																																							0
nihlathakboss	526	nihlathakboss		0	Nihlathak	nihlathakboss	epierce	human	Nihlathak		XU	1							nihlathak_clone4				5	5	1	1		7	7	0	66	72	95	nihlathak	nihlathak	14	15	15	15				30	30	30	20	20	20	80	80	80	75	75	75	8	8	8																				1										1		1										Teleport	A1	4	Weaken	A2	10	NihlathakCorpseExplosion	A1	4	Teeth	A1	7	MinionSpawner	A1	4										100	35	8	-20	-10	0	10	10	50	10	50	10	30	30	70	30	70	30	55	65	80	70	80	60	0			1	20	20	20	10	2880	2880	126	3310										4300	4300	180	4140										4400	4400	220	5520																																																				Nihlathak	Nihlathak	Nihlathak		Nihlathak (N)	Nihlathak (N)	Nihlathak (N)		Nihlathak (H)	Nihlathak (H)	Nihlathak (H)								0
drehyaiced	527	drehyaiced		0	Drehya	drehyaiced		human	NpcOutOfTown		XS	1													1	1		2	2	0				mednpc	mednpc		15	15	15																																				1		1	1	1											1																																																									2																																																																																																											0
evilhut	528	evilhut		0	Evil hut	evilhut			GenericSpawner		2T	1			imp1	2	5	NU							1	1	40	0	0	0	31	55	84	evilhut	evilhut	10	15	15	15				80	80	80	0	0	0	15	15	15																									1													1	1									Nest	seq_genericspawner	1																														50	70	70				70	70	70		20	20	76	90	70	20	0								426	714	63	246										744	900	75	310										990	1200	100	492																																																																					1	0
deathmauler1	529	deathmauler1	deathmauler2	0	Death Mauler1	deathmauler1		deathmauler	DeathMauler		M5	1													4	5		4	4	1	33	60	83	deathmauler	deathmauler	10	15	15	15				75	75	75	65	65	65	15	15	15	50	50	50																						1													1	1						1			DeathMaul	seq_deathmaulerdig	1																						100	45	16	-50	-40	-30									25	50	25		40	20	60	110	60	20	2				50	50	50	10	186	228	126	306	51	76	251							258	326	142	260	112	210	172							346	436	190	420	150	280	230																																																	A5A Qll	Act 5 Champ A	Act 5 Unique A		A5A Qll (N)	Act 5 (N) Champ A	Act 5 (N) Unique A		A5A Qll (H)	Act 5 (H) Champ A	Act 5 (H) Unique A								0
deathmauler2	530	deathmauler1	deathmauler3	1	Death Mauler2	deathmauler2		deathmauler	DeathMauler		M5	1													4	5		4	4	1	36	61	84	deathmauler	deathmauler	10	15	15	15				75	75	75	65	65	65	18	18	18	60	60	60																						1													1	1						1			DeathMaul	seq_deathmaulerdig	2																						100	45	16	-50	-40	-30													40	20	60	110	60	20	2				50	50	50	10	186	228	126	332	51	78	251							258	326	142	260	112	210	172							346	436	190	420	150	280	230																																																	A5A Qll	Act 5 Champ A	Act 5 Unique A		A5A Qll (N)	Act 5 (N) Champ A	Act 5 (N) Unique A		A5A Qll (H)	Act 5 (H) Champ A	Act 5 (H) Unique A								0
deathmauler3	531	deathmauler1	deathmauler4	2	Death Mauler3	deathmauler3		deathmauler	DeathMauler		M5	1													4	5		5	5	1	39	62	84	deathmauler	deathmauler	10	15	15	15				75	75	75	65	65	65	19	19	19	70	70	70																						1													1	1						1			DeathMaul	seq_deathmaulerdig	3																						100	45	16	-50	-40	-30													40	20	60	70	115	20	2				50	50	50	10	186	228	126	360	51	76	251							258	326	142	260	112	210	172							346	436	190	420	150	280	230																																																	A5B Qll	Act 5 Champ B	Act 5 Unique B		A5B Qll (N)	Act 5 (N) Champ B	Act 5 (N) Unique B		A5B Qll (H)	Act 5 (H) Champ B	Act 5 (H) Unique B								0
deathmauler4	532	deathmauler1	deathmauler5	3	Death Mauler4	deathmauler4		deathmauler	DeathMauler		M5	1													4	5		5	5	1	41	63	85	deathmauler	deathmauler	10	15	15	15				75	75	75	65	65	65	20	20	20	80	80	80																						1													1	1						1			DeathMaul	seq_deathmaulerdig	4																						100	45	16	-50	-40	-30													100	20	40	40	40	20	2				50	50	50	10	186	228	126	382	53	77	251							258	326	142	260	112	210	172							346	436	190	420	150	280	230																																																	A5B Qll	Act 5 Champ B	Act 5 Unique B		A5B Qll (N)	Act 5 (N) Champ B	Act 5 (N) Unique B		A5B Qll (H)	Act 5 (H) Champ B	Act 5 (H) Unique B								0
deathmauler5	533	deathmauler1	deathmauler6	4	Death Mauler5	deathmauler5		deathmauler	DeathMauler		M5	1													4	5		6	6	1	42	64	86	deathmauler	deathmauler	10	15	15	15				75	75	75	65	65	65	21	21	21	90	90	90																						1													1	1						1			DeathMaul	seq_deathmaulerdig	5																						100	45	16	-50	-40	-30													40	20	60	70	120	20	2				50	50	50	10	186	228	126	392	51	74	251							258	326	142	260	112	210	172							346	436	190	420	150	280	230																																																	A5C Qll	Act 5 Champ C	Act 5 Unique C		A5C Qll (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Qll (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
act5pow	534	act5pow		0	POW	act5pow		human	Wussie		0A	1													1	1		4	7	0	41	57	76	mednpc	mednpc	1	15	15	15																																				1	1	1				1								1	1																																	100	55	20	-50	-50	-40		50	50	50	50	50		50	50	50	50	50	20	70	60	70	60	60	3							5	710	993	84											1238	1575	142											1650	2100	190																																																																							0
act5barb3	535	act5barb3	act5barb4	0	Act 5 Townguard	act5barb3		human	Npc		0A	1													1	1		5	14	0	31	57	76	act2hire	act2hire	11	15	15	15																																				1	1	1				1					1			1	1			1																														100	55	20	-50	-50	-40						70													0							5																																																																																																				0
act5barb4	536	act5barb3		1	Act 5 Townguard	act5barb4		human	Npc		0A	1													1	1		5	14	0	31	57	76	act2hire	act2hire	11	15	15	15																																				1	1	1				1					1			1	1			1																														100	55	20	-50	-50	-40																			0							5																																																																																																				0
ancientstatue1	537	ancientstatue1	ancientstatue2	0	Ancient Statue 1	ancientstatue1			AncientStatue		0G	1			ancientbarb1	0	2	NU							1	1		5	14	0	41	72	93				15	15	15																																				1		1	1	1														1						MinionSpawner	A1	1																																														0																																																																																																											0
ancientstatue2	538	ancientstatue1	ancientstatue3	1	Ancient Statue 2	ancientstatue2			AncientStatue		0H	1			ancientbarb2	0	2	NU							1	1		5	14	0	41	72	93				15	15	15																																				1		1	1	1														1						MinionSpawner	A1	1																																														0																																																																																																											0
ancientstatue3	539	ancientstatue1		2	Ancient Statue 3	ancientstatue3			AncientStatue		0I	1			ancientbarb3	0	2	NU							1	1		5	14	0	41	72	93				15	15	15																																				1		1	1	1														1						MinionSpawner	A1	1																																														0																																																																																																											0
ancientbarb1	540	ancientbarb1	ancientbarb2	0	Ancient Barbarian 1	ancientbarb1		human	Ancient		0D	1													1	1		10	10	0	38	70	90	ancient	ancient	10	15	13	11				15	15	15	25	25	25	75	75	75	8	8	8																							1												1										Whirlwind	seq_ancientwhirlwind	15																						100	55	20	0	0	0	70		70			70	70		70			70	45	20	110	70	60	60	0							10	750	900	84		9	14	251	9	14	251				1350	1800	187		6	10	375	6	10	375				2400	3000	250		8	14	500	8	14	500																																														Ancient Barb	Ancient Barb	Ancient Barb		Ancient Barb (N)	Ancient Barb (N)	Ancient Barb (N)		Ancient Barb (H)	Ancient Barb (H)	Ancient Barb (H)								0
ancientbarb2	541	ancientbarb1	ancientbarb3	1	Ancient Barbarian 2	ancientbarb2		human	Ancient		0F	1													1	1		10	10	0	38	70	90	ancient	ancient	10	15	13	11				15	15	15	50	50	50	25	25	25	25	25	25	7	7	7										ancient throwing axe										1												1										Shout	SC	5																						100	55	20	-25	-25	-10				70	70					70	70		45	20	60	110	70	60	0							10	750	900	84		9	14	251							1350	1800	187		6	10	375							2400	3000	250		8	14	500																																																	Ancient Barb	Ancient Barb	Ancient Barb		Ancient Barb (N)	Ancient Barb (N)	Ancient Barb (N)		Ancient Barb (H)	Ancient Barb (H)	Ancient Barb (H)								0
ancientbarb3	542	ancientbarb1		2	Ancient Barbarian 3	ancientbarb3		human	Ancient		0E	1													1	1		10	10	0	38	70	90	ancient	ancient	10	15	13	11				15	15	15	50	50	50	75	75	75																										1												1										Leap Attack	seq_ancientleap	5																						100	55	20	0	0	0	70		70			70	70		70			70	45	20	76	70	120	60	0							10	750	900	84		9	14	251	9	14	251				1350	1800	187		6	10	375	6	10	375				2400	3000	250		8	14	500	8	14	500																																														Ancient Barb	Ancient Barb	Ancient Barb		Ancient Barb (N)	Ancient Barb (N)	Ancient Barb (N)		Ancient Barb (H)	Ancient Barb (H)	Ancient Barb (H)								0
baalthrone	543	baalthrone		0	Baal Throne	baalthrone		demon	BaalThrone		41	1													1	1		6	6	0	61	72	93	baal	baal		15	15	15				25	25	25																																							1															Decrepify	S3	5	Baal Corpse Explode	S3	1	Defense Curse	S3	3	Blood Mana	S3	3																					33	33	33	50			50	50	50	50	55	20	60	70	60	60	0				50	50	50	10	12672	12672	87	12666	76	111	125	111	179	101				19008	19008	225	15830	112	180	187	165	270	187				10000	10000	300	12666	150	240	250	220	360	250																																																													1			0
baalcrab	544	baalcrab		0	Baal Crab	baalcrab	actboss	demon	BaalCrab		42	1							baalsbodydouble				1	1	1	1		6	6	0	61	77	102	baalcrab	baalcrab	14	15	13	12																																													1		1	1	1	1										Baal Nova	S3	1	Baal Inferno	seq_baalinferno	1	Baal Tentacle	S2	1	Baal Cold Missiles	A1	1	Baal Teleport	A1	1	Defense Curse	S3	3	Blood Mana	S3	3				100	25	4	-15	-15	-10			33	33	33	50			50	50	50	50	70	50	75	90	70	70	0			1	40	45	55	10	12672	12672	87	12920	106	179	251	136	271	376				19008	19008	225	16150	180	270	375	202	360	375				10000	10000	340	9499	300	380	500	330	480	500				A1	fire	0				100	100	150		100	120	200		A2	frze	0				100	100	160	500	100	120	160	1000															Baal	Baal	Baal	Baalq	Baal (N)	Baal (N)	Baal (N)	Baalq (N)	Baal (H)	Baal (H)	Baal (H)	Baalq (H)	40	0		1			0
baaltaunt	545	baaltaunt		0	Baal Taunt	baaltaunt		demon	BaalTaunt		K9	1													1	1		12	12	0	1	35	69				15	15	15				3	3	3	10	10	10	20	20	20																									1																	1							A1	1																																														2																																																																																																											0
putriddefiler1	546	putriddefiler1	putriddefiler2	0	Putrid Defiler1	putriddefiler1		putriddefiler	AbyssKnight		45	1													1	1		6	6	1	36	63	83	putriddefiler	putriddefiler	10	15	15	15				100	100	100	100	100	100	95	95	95	10	5	5				1	1	0	80	75	70													1	1								1	1			1										Psychic Hammer	S1	1	SThunder Storm	S1	4																			100	45	16	-50	-40	-30			33	33	33	50			50	50	50	50	20	45	60	70	60	100	2				50	50	50	10	172	284	126	298	32	91	126							180	294	97	276	45	135	165							240	390	130	440	60	180	220																																																	A5A Hrt	Act 5 Champ A	Act 5 Unique A		A5A Hrt (N)	Act 5 (N) Champ A	Act 5 (N) Unique A		A5A Hrt (H)	Act 5 (H) Champ A	Act 5 (H) Unique A					1			0
putriddefiler2	547	putriddefiler1	putriddefiler3	1	Putrid Defiler2	putriddefiler2		putriddefiler	AbyssKnight		45	1													1	1		6	6	1	38	64	84	putriddefiler	putriddefiler	10	15	15	15				100	100	100	100	100	100	95	95	95	10	5	5				1	1	0	80	75	70													1	1								1	1			1										Psychic Hammer	S1	1	Thunder Storm	S1	4																			100	45	16	-50	-40	-30			33	33	33	50			50	50	50	50	20	45	60	70	60	105	2				50	50	50	10	172	286	126	314	31	92	126							180	294	97	276	45	135	165							240	390	130	440	60	180	220																																																	A5A Hrt	Act 5 Champ A	Act 5 Unique A		A5A Hrt (N)	Act 5 (N) Champ A	Act 5 (N) Unique A		A5A Hrt (H)	Act 5 (H) Champ A	Act 5 (H) Unique A					1			0
putriddefiler3	548	putriddefiler1	putriddefiler4	2	Putrid Defiler3	putriddefiler3		putriddefiler	AbyssKnight		45	1													1	1		6	6	1	39	65	85	putriddefiler	putriddefiler	10	15	15	15				100	100	100	100	100	100	95	95	95	10	5	5				1	1	0	80	75	70													1	1								1	1			1										Psychic Hammer	S1	1	Hurricane	S1	4																			100	45	16	-50	-40	-30			33	33	33	50			50	50	50	50	20	45	60	70	60	110	2				50	50	50	10	174	286	126	324	30	88	125							180	294	97	276	45	135	165							240	390	130	440	60	180	220																																																	A5B Hrt	Act 5 Champ B	Act 5 Unique B		A5B Hrt (N)	Act 5 (N) Champ B	Act 5 (N) Unique B		A5B Hrt (H)	Act 5 (H) Champ B	Act 5 (H) Unique B					1			0
putriddefiler4	549	putriddefiler1	putriddefiler5	3	Putrid Defiler4	putriddefiler4		putriddefiler	AbyssKnight		45	1													1	1		6	6	1	40	66	86	putriddefiler	putriddefiler	10	15	15	15				100	100	100	100	100	100	95	95	95	10	5	5				1	1	0	80	75	70													1	1								1	1			1										Psychic Hammer	S1	2	Thunder Storm	S1	6																			100	45	16	-50	-40	-30			33	33	33	50			50	50	50	50	20	45	60	70	60	115	2				50	50	50	10	172	284	126	332	29	89	126							180	294	97	276	45	135	165							240	390	130	440	60	180	220																																																	A5B Hrt	Act 5 Champ B	Act 5 Unique B		A5B Hrt (N)	Act 5 (N) Champ B	Act 5 (N) Unique B		A5B Hrt (H)	Act 5 (H) Champ B	Act 5 (H) Unique B					1			0
putriddefiler5	550	putriddefiler1		4	Putrid Defiler5	putriddefiler5		putriddefiler	AbyssKnight		45	1													1	1		6	6	1	41	67	87	putriddefiler	putriddefiler	10	15	15	15				100	100	100	100	100	100	95	95	95	10	5	5				1	1	0	80	75	70													1	1								1	1			1										Psychic Hammer	S1	2	Hurricane	S1	6																			100	45	16	-50	-40	-30			33	33	33	50			50	50	50	50	20	45	60	70	60	120	2				50	50	50	10	172	286	126	342	33	93	125							180	294	97	276	45	135	165							240	390	130	440	60	180	220																																																	A5B Hrt	Act 5 Champ B	Act 5 Unique B		A5B Hrt (N)	Act 5 (N) Champ B	Act 5 (N) Unique B		A5B Hrt (H)	Act 5 (H) Champ B	Act 5 (H) Unique B					1			0
