name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
Magic Bolts	boqm		cq2	cqv	cqv	0		1	1											0						1	1	0	0	0	1	313							16	xbow	1	3	1	500	1000	500	flpqvr	invcqv					0		0	item_quiver	12	item_quiver	0	0	5	0	0	0			0	7	1	0	3	1	1	1	1	1	1	1	1	1	1					255	1	1	1	1	20					255					255	1	1	1	1	20					255					255	1	1	1	1	20	1	1	1	1	20					255	1	1	1	1	20					255	1	1	1	1	20					20					255			5	8	0	xxx	xxx	1	1
Magic Arrows (soc)	arrm		aq0	aqv	aqv	0		1												0						1	1	0	0	0	1	313							16	bow	1	3	1	500	1000	500	flpqvr	invqvr			1	1	0		0	item_quiver	12	item_quiver	0	0	5	0	0	0			0	7	1	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	1
Magic Bolts (soc)	boqm		cq0	cqv	cqv	0		1												0						1	1	0	0	0	1	313							16	xbow	1	3	1	500	1000	500	flpqvr	invcqv			1	1	0		0	item_quiver	12	item_quiver	0	0	5	0	0	0			0	7	1	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	1
Great Scepter	scep		gsp	mac	gsp	0		4	1	11	18								2	-10	100		50	20	85		27	0	2323	35892		320	mac	gsp	9gp	0gp	1hs	1hs	5	club	2	3					flpwsp	invgsp			1	5	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255			3	4	20					255					255					255					255					255					255					255					255					255			5	1	0	9gp	0gp	1	0
Consecrated Scepter	scep		9gp	mac	9gp	0		4	1	20	42								2	-10	100		94	38	85		52	25	7269	181053		320	whm	gsp	9gp	0gp	1hs	1hs	5	club	2	3					flpwsp	invgsp			1	5	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	1	0
Seraphic Scepter	scep		0gp	mac	0gp	0		4	1	38	58							13	2	-10	100		140	56	85		77	52	22870	1034530		320	whm	gsp	9gp	0gp	1hs	1hs	5	club	2	3					flpwsp	invgsp			1	5	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	1	0
Precision Bow	pbow		apb	lbb	apb	0		3	1				1	5	27			15				75	35	65		1	33	0	1553	69913		300	lbb	apb	9pb	0pb	bow	bow	6	bow	2	3					flplbb	invapb			1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	4	20			5	8	0	9pb	0pb	1	0
Tuigan Bow	pbow		9pb	lbb	9pb	0		3	1				1	12	60			15				75	60	130		1	58	25	9161	310900		300	lbb	apb	9pb	0pb	bow	bow	6	bow	2	3					flplwb	invapb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Elven Bow	pbow		0pb	lbb	0pb	0		3	1				1	26	78			15				75	60	180		1	83	66	19375	900938		300	lbb	apb	9pb	0pb	bow	bow	6	bow	2	3					flplwb	invapb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Ninja To (Old)	asns		nin	lsd	nin	100		3		13	26								2	-30	50	100	15	60	60		33	0	4500	52500		312	lsd	nin	9nn	0nn	1hs	1hs	5	1hsl	2	3					flpwsd	invbaseswordninjato		invbaseswordwakizashi	1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9nn	0nn	1	0
Wakizashi (Old)	asns		9nn	lsd	9nn	100		3		22	46								2	-30	75	100	30	90	70		58	25	10000	380000		312	lsd	nin	9nn	0nn	1hs	1hs	5	1hsl	2	3					flpwsd	invbaseswordwakizashi			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Katana	asnx	2hsw	0nn	lsd	0nn	100		3	1				1	88	150				3	-30	100	50	50	120	80		83	64	23789	1005000		314	gsd	njt	9nj	0nn	1hs	1hs	5	2hss	2	3					flpwsd	invbaseswordwakizashi	invbaseswordwakizashi	invbaseswordwakizashi	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Tribal Spear	bjav		bts	hax	bts	0		3	1	7	29					7	29	15	2	-20	75	75	60	60	60		33	0	40	15000		311	hax	bts	9xb	0xb	1hs	1hs	5	1hsl	1	4	1	420	1000	420	flpbal	invbts			1	2	0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	3	20					255					255			5	8	0	9xb	0xb	1	0
Highland Javelin	bjav		9xb	hax	9xb	0		3	1	17	47					17	47	15	2	-20	75	75	90	85	60		58	25	80	23750		311	hax	bts	9xb	0xb	1hs	1hs	5	1hsl	1	4	1	420	1000	420	flpbal	invbts			1	3	0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Mountain Clan Spear	bjav		0xb	hax	0xb	0		3	1	29	63					29	63	15	2	-20	75	75	90	100	60		83	63	120	37500		311	hax	bts	9xb	0xb	1hs	1hs	5	1hsl	1	4	1	420	1000	420	flpbal	invbts			1	4	0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Oak Branch	dclb		shc	clb	shc	100		3	1	5	9								2		100		15	15	60		5	0	225	5400		320	clb	shc	9sh	0sh	1hs	1hs	5	1hsl	1	3					flpclb	invshc			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255	3	4	3	4	20					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	9sh	0sh	1	0
Shaman Wand	dclb		9sh	clb	9sh	100		3	1	18	33								2		100		45	30	63		30	21	975	29850		320	clb	shc	9sh	0sh	1hs	1hs	5	1hsl	1	3					flpclb	invshc			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Shillelagh	dclb		0sh	clb	0sh	100		3	1	44	60								2		100		75	45	80		59	42	6793	214101		320	clb	shc	9sh	0sh	1hs	1hs	5	1hsl	1	3					flpclb	invshc			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Ritualistic Dagger	ndgr		nrd	dgr	nrd	0		3	1	10	20								1	-30	100	75	15	15	60		33	0	1323	32500		320	dgr	nrd	9rd	0rd	1ht	1ht	5	1ht	1	3					flpbld	invnrd			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	4	20			1	8	0	9rd	0rd	1	0
Sacrificial Dagger	ndgr		9rd	dgr	9rd	0		3	1	22	38								1	-30	100	75	30	30	60		58	25	3323	147500		320	dgr	nrd	9rd	0rd	1ht	1ht	5	1ht	1	3					flpbld	invnrd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	1	0
Ceremonial Dagger	ndgr		0rd	dgr	0rd	0		3	1	22	72								1	-30	100	75	50	50	60		83	64	16076	742500		320	dgr	nrd	9rd	0rd	1ht	1ht	5	1ht	1	3					flpbld	invnrd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	1	0
Wretched Scythe	npol	2hsw	nsy	scy	nsy	0		3	1				1	8	16				3	-20	100		20	25	80		10	0	448	10338		320	scy	nsy	9ns	0ns	stf	stf	5	2hsl	2	4					flpscy	invbasepoledirescythe			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	7					255					255	3	3	3	3	20					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9ns	0ns	1	0
Dire Scythe	npol	2hsw	9ns	scy	9ns	0		3	1				1	22	45				3	-20	100		45	45	80		36	25	2844	73130		320	scy	nsy	9ns	0ns	stf	stf	5	2hsl	2	4					flpscy	invbasepoledirescythe			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Soul Scythe	npol	2hsw	0ns	scy	0ns	0		3	1				1	93	138			16	3	-20	100		65	65	80		62	50	11086	417553		320	scy	nsy	9ns	0ns	stf	stf	5	2hsl	2	4					flpscy	invbasepoledirescythe			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Dread Scythe	npol	2hsw	syn	scy	syn	0		3	1				1	20	40				5	-10	100		35	35	70		33	0	3388	72346		320	scy	syn	9sy	0sy	stf	stf	5	2hsl	2	4					flpwsc	invsyn			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	4	20			1	1	0	9sy	0sy	1	0
Doom Blade	npol	2hsw	9sy	scy	9sy	0		3	1				1	44	76				5	-10	100		65	65	70		58	25	10464	307760		320	scy	syn	9sy	0sy	stf	stf	5	2hsl	2	4					flpwsc	invsyn			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Soul Destroyer	npol	2hsw	0sy	scy	0sy	0		3	1				1	86	159			16	5	-10	100		95	90	70		83	66	17692	815794		320	scy	syn	9sy	0sy	stf	stf	5	2hsl	2	4					flpwsc	invsyn			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Blessed Edge	bedg		pbe	lsd	pbe	0		3	1	18	30								3	-10	100		55	39	60		33	0	1640	52087		320	lsd	pbe	9be	0be	1hs	1hs	5	1hsl	1	4					flplsd	invpbe			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	4	20			1	1	0	9be	0be	1	0
Divine Blade	bedg		9be	lsd	9be	0		3	1	22	53								3	-10	100		100	75	60		58	25	4665	269079		320	lsd	pbe	9be	0be	1hs	1hs	5	1hsl	1	4					flplsd	invpbe			1	4	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Celestial Blade	bedg		0be	lsd	0be	0		3	1	34	68								3	-10	100		125	75	60		83	64	23456	1549295		320	lsd	pbe	9be	0be	1hs	1hs	5	1hsl	1	4					flplsd	invpbe			1	4	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Mana Blade	mana		mnb	crs	mnb	0		3	1	8	20								2	-10	100		15	15	60		33	0	1489	52355	1	320	crs	mnb	9mn	0mn	1hs	1hs	5	1hsl	2	3					flpcrs	invbaseswordmanablade			1	2	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	4	20			5	1	0	9mn	0mn	1	0
Energy Blade	mana		9mn	crs	9mn	0		3	1	20	42								2	-10	100		20	15	60		58	25	4914	252489	1	320	crs	mnb	9mn	0mn	1hs	1hs	5	1hsl	2	3					flpcrs	invbaseswordmanablade			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	1	0
Magic Blade	mana		0mn	crs	0mn	0		3	1	36	66								2	-10	100		30	15	60		83	62	26789	1052817	1	320	crs	mnb	9mn	0mn	1hs	1hs	5	1hsl	2	3					flpcrs	invbaseswordmanablade			1	4	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	1	0
Hand Axe	axe		p01	hax	hax	0		3	0	1	9								2		100				60		3	0	170	4510		320	hax	p01	q00	7ha	1hs	1hs	5	1hsl	1	3					flphax	invhax	invhaxu	invhaxu	1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	9ha	0ha	1	0
Axe	axe		p02	axe	axe	0		4	0	4	11								2	5	100		32		60		7	0	403	8821		320	axe	p02	q01	7ax	1hs	1hs	5	1hsl	2	3					flpaxe	invaxe	invaxeu	invaxeu	1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	9ax	0ax	1	0
Double Axe	axe		p03	axe	2ax	0		4	0	5	13								2	10	100		43		60		13	0	873	15175		320	axe	p03	q02	72a	1hs	1hs	5	1hsl	2	3					flp2ax	inv2ax			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	92a	82a	1	0
Military Pick	axe		p04	axe	mpi	0		4	0	9	14								2	-10	100		49	33	60		19	0	1421	24500		320	axe	p04	q03	7mp	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi	invmpiu	invmpiu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	9mp	0mp	1	0
War Axe	axe		p05	hax	wax	0		4	0	10	18								3		100		67		60		27	0	2123	39038		320	hax	p05	q04	7wa	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9wa	0wa	1	0
Large Axe	axe	2hsw	p06	btx	lax	0		4	0				1	6	13				3	-15	110		35		60		6	0	354	7624		320	lax	p06	q05	7la	stf	stf	5	2hsl	2	3					flplax	invlax			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9la	0la	1	0
Broad Axe	axe	2hsw	p07	btx	bax	0		4	0				1	10	18				3		110		48		60		12	0	806	14086		320	lax	p07	q06	7ba	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9ba	0ba	1	0
Battle Axe	axe	2hsw	p08	lax	btx	0		4	0				1	12	32				3	10	110		54		60		17	0	1262	21227		320	lax	p08	q07	7bt	stf	stf	5	2hsl	2	3					flpbtx	invbtx	invbtxu	invbtxu	1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	9bt	0bt	1	0
Great Axe	axe	2hsw	p09	lax	gax	0		4	0				1	9	30				4	-10	110		63	39	65		25	0	1916	34034		320	lax	p09	q08	7ga	stf	stf	5	2hsl	2	4					flpgax	invgax	invgaxu	invgaxu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9ga	0ga	1	0
Giant Axe	axe	2hsw	p10	gix	gix	0		4	0				1	22	45				4	10	110		70		65		29	0	2410	45535		320	lax	p10	q09	7gi	stf	stf	5	2hsl	2	3					flpgix	invgix			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9gi	0gi	1	0
Wand	wand		p11	wnd	wnd	0		1	0	1	9										100				60		3	0	205	3910	1	320	wnd	p11	q10	7wn	1hs	1hs	5	1hss	1	3					flpwnd	inv9wn	inv9wnu	inv9wnu	1	2	1	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	9wn	0wn	1	0
Yew Wand	wand		p12	ywn	ywn	0		1	0	1	9									10	100				60		12	0	745	13720	1	320	wnd	p12	q11	7yw	1hs	1hs	5	1hss	1	3					flpywn	inv9yw			1	2	1	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	9yw	0yw	1	0
Bone Wand	wand		p13	bwn	bwn	0		1	0	1	9									-20	100				60		18	0	1296	22414	1	320	wnd	p13	q12	7bw	1hs	1hs	5	1hss	1	3					flpbwn	inv9bw	inv9bwu	inv9bwu	1	2	1	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	9bw	0bw	1	0
Grim Wand	wand		p14	bwn	gwn	0		1	0	5	11									-10	100				60		26	0	2098	40024	1	320	wnd	p14	q13	7gw	1hs	1hs	5	1hss	1	3					flpgwn	inv9gw			1	2	1	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	9gw	0gw	1	0
Club	club		p15	clb	clb	0		1	0	1	9								2	-10	100				60		1	0	32	3032		320	clb	p15	q14	7cl	1hs	1hs	5	club	1	3					flpclb	invclb	invclbu	invclbu	1	2	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	9cl	0cl	1	0
Scepter	scep		p16	mac	scp	0		2	0	6	11								2		100		25		65		4	0	350	5050		320	mac	p16	q15	7sc	1hs	1hs	5	club	1	3					flpscp	invscp			1	2	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	9sc	5sc	1	0
Grand Scepter	scep		p17	mac	gsc	0		4	0	8	18								2	10	100		37		75		15	0	1109	18318		320	mac	p17	q16	7qs	1hs	1hs	5	club	1	3					flpgsc	invgsc			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	9qs	0qs	1	0
War Scepter	scep		p18	whm	wsp	0		4	0	10	17								2	-10	100		55		85		21	0	2323	35892		320	mac	p18	q17	7ws	1hs	1hs	5	club	2	3					flpwsp	invwsp			1	6	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	9ws	0ws	1	0
Spiked Club	club		p19	clb	spc	0		3	0	4	9								2	-5	100				60		4	0	225	5400		320	clb	p19	q18	7sp	1hs	1hs	5	1hsl	1	3					flpspc	invspc	invspcu	invspcu	1	2	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	9sp	0sp	1	0
Mace	mace		p20	mac	mac	0		4	0	3	10								2		100		27		75		8	0	463	10102		320	mac	p20	q19	7ma	1hs	1hs	5	1hsl	1	3					flpmac	invmac			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9ma	0ma	1	0
Morning Star	mace		p21	mac	mst	0		4	0	7	16								2	10	100		36		87		13	0	844	14986		320	mac	p21	q20	7mt	1hs	1hs	5	1hsl	1	3					flpmst	invmst	invmstu	invmstu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9mt	0mt	1	0
Flail	mace		p22	fla	fla	0		4	0	1	21								3	-10	100		41	35	60		19	0	1412	24414		320	mac	p22	q21	7fl	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9fl	0fl	1	0
War Hammer	hamm		p23	whm	whm	0		4	0	19	29								2	20	110		53		70		28	0	2081	38513		320	mac	p23	q22	7wh	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			178	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	9wh	0wh	1	0
Maul	hamm	2hsw	p24	mau	mau	0		4	0				1	30	43				4	10	120		69		75		23	0	1670	29035		320	mau	p24	q23	7m7	stf	stf	5	2hsl	2	4					flpmau	invmau	invmauu	invmauu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	9m9	0m0	1	0
