index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Mithril Sword	0	1		1	1	50	42	9wd	Ancient Sword	2		11	35000								tinkerflag2		25	35	dmg%		80	120	dmg/lvl	10			swing2		40	40	deadly		25	25	att%		200	200	ease		-40	-40																					0
The Vampire	0	1		1	1	30	42	92h	Espadon	2		9	25000								tinkerflag2		25	35	dmg%		140	180	lifesteal		15	25	manasteal		15	25	dmg-mag		30	60	mana-kill		5	10	str/lvl	4			hp/lvl	16			red-dmg		4	8	regen		10	20									0
Black Death	0	1		1	1	36	43	9cm	Dacian Falx	2		9	25000								tinkerflag2		25	35	dmg%		120	180	oskill	Poison Mastery	1	1	swing2		30	30	dmg-pois	75	512	854	dmg-pois/lvl	40			res-pois-len		50	50	res-pois/lvl	8			reduce-ac		75	75	gethit-skill	Poison Nova	30	9									0
Stone Brenner	0	1		1	1	43	44	9gs	Tusk Sword	2		10	30000								tinkerflag2		25	35	dmg/lvl	16			ignore-ac		1	1	lifesteal		6	8	manasteal		6	8	ac		100	200	ac/lvl	64			skill	Iron Skin	1	4																	0
Jeldaria's Focus	0	1		1	1	49	45	9b9	Gothic Sword	2		10	30000								tinkerflag2		25	35	dmg%		100	150	dmg/lvl	8			swing2		20	20	fireskill		2	2	dmg-fire		50	100	hit-skill	Enchant	5	6	res-fire-max		25	25	res-fire		35	70	cast3		30	30	ease		-50	-50					0
Inarius' Fall	0	1		1	1	54	46	9fb	Zweihander	2		11	35000								tinkerflag2		25	35	dmg%		120	180	aura	Conviction	1	3	dmg-fire		25	50	dmg-fire/lvl	40			str		20	20	dex		20	20	vit		30	30																	0
Terminus Est	0	1		1	1	55	48	9gd	Executioner Sword	2		11	35000								tinkerflag2		25	35	dmg%		100	150	dmg/lvl	10			ignore-ac		1	1	deadly/lvl	4			dex/lvl	2			str/lvl	2			oskill	Sword Mastery	1	3																	0
Slave Warrior's Edge	0	1		1	1	52	58	0ss	Gladiator Blade	3		11	35000								tinkerflag2		25	35	dmg%		140	190	dmg/lvl	8			swing2		30	30	openwounds		20	20	move2		15	15	skilltab	9	1	3	skilltab	12	1	3	dmg-ac		-50	-50	oskill	Golem Mastery	1	1	oskill	Clay Golem	3	5					0
Twinkle	0	1		1	1	57	59	0sm	Desert Sword	3		11	35000								tinkerflag2		25	35	dmg%		180	220	dmg/lvl	8			swing2		40	40	dmg-undead		100	100	dmg-demon		100	100	att%		25	25	ac		200	200	dex		15	15	hit-skill	Shock Field	15	16									0
Icing Death	0	1		1	1	62	61	0sb	Rapier	3		12	40000								tinkerflag2		25	35	allskills		1	1	dmg%		200	250	dmg-fire		10	100	dmg-cold	150	10	100	dmg-ltng		10	100	dmg-fire/lvl	32			dmg-cold/lvl	32			dmg-ltng/lvl	32			regen		-10	-10	manasteal		3	4	lifesteal		3	4	0
The Executioner's Blade	0	1		1	1	67	62	0fc	Okrist	3		12	40000								tinkerflag2		25	35	dmg%		100	175	dmg%/lvl	14			att/lvl	10			str/lvl	2			dex/lvl	2		25	light		-1	-3	hp		30	30	oskill	Find Potion	2	5	sock		2	2									0
Diamondedge	0	1		1	1	72	64	0cr	Jeweled Edge	3		13	45000								tinkerflag2		25	35	dmg%		250	250	sock		3	3	swing2		15	15	dmg-undead		100	100	att-undead		100	100	res-ltng		30	30	dmg-ltng		1	200																	0
Glacial Form	0	1		1	1	76	66	0bs	Viking Sword	3		13	45000								tinkerflag2		25	35	allskills		2	2	dmg%		140	170	dmg/lvl	6			dmg-cold	250	80	340	hit-skill	Glacial Spike	25	22	oskill	Cold Mastery	1	1	cast1		20	20	mana/lvl	8			abs-cold%		10	15									0
Soul Singer	0	1		1	1	77	69	0ls	Arcane Sword	3		13	45000								tinkerflag2		25	35	dmg%		120	160	dmg%/lvl	12			lifesteal		10	10	manasteal		10	10	mana-kill		3	9	str		15	15	enr		15	15	att%		20	20	skilltab	14	1	3	hit-skill	War Cry	6	7	regen		-15	-15	0
Rome's Victory	0	1		1	1	78	70	0wd	Trojan Sword	3		13	45000								tinkerflag2		25	35	dmg%		200	250	dmg/lvl	12			dmg-norm		10	20	swing2		40	40	ease		50	50																									0
Blade of Righteousness	0	1		1	1	55	64	02h	Judgement Blade	3		11	35000								tinkerflag2		25	35	allskills		1	1	dmg%		240	290	swing2		20	20	res-pois-len		100	100	rep-dur	25			lifesteal		6	8	crush		20	20	sock		2	2													0
Reins of Power	0	1		1	1	61	67	0cm	Titan's Dagger	3		12	40000								tinkerflag2		25	35	allskills		2	2	dmg%		270	320	swing2		40	40	dmg-mag		50	120	res-all-max		5	10	str		30	30	abs-mag%		10	20									red-mag		10	15					0
Mitsurugi's Aide	0	1		1	1	68	74	0gs	Lithe Blade	3		12	40000								tinkerflag2		25	35	bar		1	1	dmg%		110	150	dmg/lvl	16			swing3		30	30	aura	Blessed Aim	2	4	block		10	20	att/lvl	5																			0
Blackened Blade of Arkanon	0	1		1	1	74	70	0b0	Dark Sword	3		13	45000								tinkerflag2		25	35	dmg%		145	205	dmg/lvl	8			deadly		40	40	openwounds		50	50	slow		60	60	dmg-pois	250	256	512	dmg-pois/lvl	40			att		150	200	att/lvl	6											0
The Fires of Sunlight	0	1		1	1	81	73	0fb	Hellfire Sword	3		13	45000								tinkerflag2		25	35	dmg%		170	220	dmg-fire		160	640	fireskill		3	3	res-fire		75	75	light		6	8	hp/lvl	12			gethit-skill	Nova	10	19	sock		2	3	ease		-25	-25									0
The Grandfather	0	1		1	1	84	80	0gd	Death Blade	3		13	45000								tinkerflag2		25	35	allskills		1	1	dmg%		100	150	dmg%/lvl	20			aura	Vigor	3	6	swing2		30	30	str		30	30	hp		50	50	att		250	250	ease		-15	-15									0
thro																																																																					0
The Trainee's Shuriken	0	1		1	1	2	3	tkf	Throwing Knife	1		6	10000								tinkerflag2		25	35	rep-quant	33			pierce		10	10	dmg%		100	150	dmg-min		6	6	manasteal		8	12	swing1		15	15	ass		1	1	skilltab	18	1	1	dmg/lvl	8											0
The Lumberjack's Toy	0	1		1	1	7	5	tax	Throwing Axe	1		6	10000								tinkerflag2		25	35	rep-quant	33			pierce		10	10	dmg%		150	180	dmg-fire		3	12	str		15	15	hp		40	40	swing3		30	30	dmg-fire/lvl	32															0
The Surgeon	0	1		1	1	13	9	bkf	Balanced Knife	1		7	15000								tinkerflag2		25	35	rep-quant	33			pierce		10	10	openwounds		50	50	regen		10	10	deadly		33	33	hp/lvl	24			dmg-min		15	15	dmg-max		15	15	dmg/lvl	6			allskills		1	1					0
The Miner	0	1		1	1	16	12	bal	Balanced Axe	1		7	15000								tinkerflag2		25	35	rep-quant	33			pierce		20	20	oskill	Stun	3	6	res-pois-len		50	50	skill	Throwing Mastery	3	3	dmg%		50	100	dmg-pois	75	172	172	noheal		1	1	hp		30	30	dmg/lvl	8							0
Morgue	0	1		1	1	29	24	9tk	Battle Dart	2		8	20000								tinkerflag2		25	35	rep-quant	33			pierce		15	15	dmg%		100	150	allskills		2	2	mana/lvl	16			regen-mana		50	50	balance1		20	20	cast1		20	20	res-fire		30	40	res-pois		30	40	dmg%/lvl	12			0
Battle Hymn	0	1		1	1	34	27	9ta	Francisca	2		9	25000								tinkerflag2		25	35	rep-quant	33			pierce		50	50	skilltab	12	2	4	dmg/lvl	12			swing1		20	20	skilltab	8	2	4	noheal		1	1	att%		50	150													0
The Hurricane	0	1		1	1	39	30	9bk	War Dart	2		9	25000								tinkerflag2		25	35	rep-quant	33			pierce		15	15	move2		20	30	hit-skill	Tornado	25	15	ease		-50	-50	dmg%		140	180	dmg-norm		20	30	swing2		30	30	ac/lvl	32											0
Minotaur's Sidearm	0	1		1	1	41	32	9b8	Hurlbat	2		10	30000								tinkerflag2		25	35	rep-quant	33			pierce		15	15	dmg%		160	210	dmg-fire		50	200	str		20	30	vit		20	30	skill	Increased Speed	1	3	skill	Iron Skin	1	3	res-all		10	10	oskill	Sword Mastery	1	3					0
The Assassin's Stiletto	0	1		1	1	54	54	0tk	Throwing Dagger	3		11	35000								tinkerflag2		25	35	rep-quant	33			pierce		33	33	allskills		1	1	skilltab	18	2	2	regen		10	10	regen-mana		30	30	res-all		20	20	gethit-skill	Poison Nova	33	13	hit-skill	ctcFire Wall	5	18	dmg%/lvl	8			dmg%		160	210	0
Dark Knight's Dread	0	1		1	1	56	57	0ta	Throwing Hatchet	3		11	35000								tinkerflag2		25	35	rep-quant	33			pierce		20	20	dmg%		180	230	skill	Throwing Mastery	2	6	skill	Double Throw	2	6	res-all		20	20	swing2		20	20	reduce-ac		25	25	oskill	Phantom Hatchets	1	3	dmg/lvl	8							0
Unicorn's Horn	0	1		1	1	75	64	0bk	Balanced Dagger	3		13	45000								tinkerflag2		25	35	rep-quant	33			pierce		20	20	dmg%		230	280	dmg-ltng		50	150	dmg-cold	250	50	150	dmg-fire		50	150	indestruct		1	1	res-mag		30	30	mag%/lvl	16			oskill	Throwing Mastery	1	3	oskill	Shuriken	1	3	0
Hephasto's Last Project	0	1		1	1	80	67	0b6	Balanced Hatchet	3		13	45000								tinkerflag2		25	35	rep-quant	33			pierce		25	25	dmg/lvl	18			freeze		2	3	hit-skill	Iron Maiden	10	8	deadly/lvl	4			vit		20	30	skill	Throwing Mastery	1	3	oskill	Berserk Fury	6	9	thorns		100	150	allskills		1	1	0
wand																																																																					0
The Green Lantern	0	1		1	1	4	5	wnd	Wand	1		6	10000								tinkerflag2		25	35	nec		1	1	res-pois-len		50	50	str		10	20	ac		30	60	skill	Amplify Damage	2	4	skilltab	7	1	1	ac/lvl	12			red-dmg		2	4	red-mag		2	4	regen		10	10					0
Necromonic Tool	0	1		1	1	17	14	ywn	Yew Wand	1		7	15000								tinkerflag2		25	35	nec		1	1	mana		30	60	dmg-to-mana		35	50	cast2		20	20	balance2		30	30	skilltab	8	1	2	skill	Skeleton Mastery	2	4	skill	Revive	2	2													0
Lucrecius' Power	0	1		1	1	24	20	bwn	Bone Wand	1		8	20000								tinkerflag2		25	35	allskills		1	1	mana		40	80	dmg-to-mana		50	75	cast3		30	30	half-freeze		1	1	freeze		1	1	mana/lvl	8			hp/lvl	8															0
Wand of Spirits	0	1		1	1	31	28	gwn	Grim Wand	1		9	25000								tinkerflag2		25	35	dru		2	2	str		20	30	dex		20	30	res-all		15	30	regen-mana		50	50	skill	Oak Sage	2	4	skill	Heart of Wolverine	2	4	skilltab	15	2	2	cast2		20	20									0
Cinderspark	0	1		1	1	29	33	9wn	Burnt Wand	2		8	20000								tinkerflag2		25	35	allskills		1	1	fireskill		3	3	dmg-fire		200	300	dmg-ltng		1	500	cast3		30	30	ignore-ac		1	1	pierce-fire		10	15	pierce-ltng		10	15	hit-skill	Chain Lightning	25	18	hit-skill	ctcMeteor	25	18					0
Rusalka's Femur	0	1		1	1	42	35	9yw	Petrified Wand	2		10	30000								tinkerflag2		25	35	allskills		2	2	mana		150	200	sock		2	2	hp		45	90	cast1		10	10	red-dmg		5	10	oskill	Nova	6	6	oskill	Bone Spirit	6	6	oskill	Hurricane	6	6									0
Wand of Rathma	0	1		1	1	44	36	9bw	Tomb Wand	2		10	30000								tinkerflag2		25	35	allskills		1	1	lifesteal		18	18	deadly		50	50	mana-kill		6	10	dmg%		350	450	ignore-ac		1	1	mana/lvl	8			cast2		25	25	oskill	War Cry	3	6	oskill	Blade Shield	3	6					0
Skull of Horazon	0	1		1	1	49	43	9gw	Grave Wand	2		10	30000								tinkerflag2		25	35	nec		3	3	mana%		50	50	regen		-30	-30	lifesteal		25	25	dmg%		350	450	swing3		60	60	att		600	800	oskill	Summon Fenris	5	5	oskill	Wearwolf	5	5	oskill	Shape Shifting	5	5	oskill	Fury	5	5	0
Arm of the Skeleton	0	1		1	1	54	73	0wn	Sacred Wand	3		11	35000								tinkerflag2		25	35	allskills		1	1	oskill	Raise Skeletal Mage	12	12	skill	Raise Skeletal Mage	4	6	oskill	Skeleton Mastery	12	12	skill	Skeleton Mastery	4	6	oskill	Raise Skeleton	12	12	skill	Raise Skeleton	4	6	red-dmg%		10	15	res-all		10	20	res-mag		10	20	indestruct		1	1	0
Secret of the Ooze	0	1		1	1	67	75	0yw	Sepulcher Wand	3		12	40000								tinkerflag2		25	35	allskills		3	3	oskill	Poison Explosion	14	16	oskill	Poison Nova	12	14	dmg-pois	300	299	384	dmg-pois/lvl	24			oskill	Clay Golem	12	14	oskill	Venom	12	14	oskill	Plague Poppy	12	14	sock		2	2	oskill	Golem Mastery	1	1					0
Essence of Trang-Oul	0	1		1	1	74	77	0bw	Callous Wand	3		13	45000								tinkerflag2		25	35	allskills		2	2	mana		50	50	regen-mana		30	45	mana/lvl	16			lifesteal		20	20	pierce-pois		25	25	extra-pois		25	25	oskill	Fire Mastery	3	3	oskill	Meteor	10	10	oskill	SFire Wall	18	18	oskill	Fire Ball	18	18	0
Song of the Damned	0	1		1	1	81	80	0gw	Demonic Wand	3		13	45000								tinkerflag2		25	35	allskills		3	3	fear		128	128	death-skill	War Cry	100	40	kill-skill	War Cry	5	20	levelup-skill	War Cry	100	20	oskill	Battle Command	4	8	all-stats		15	20	pierce-fire		15	15	pierce-ltng		15	15	pierce-cold		15	15	pierce-pois		15	15	0
amaz																																																																					0
Fuego	100	1		1	1	18	14	am1	Stag Bow	1		7	15000								tinkerflag2		25	35	dmg-norm		7	12	att		50	100	fire-min		5	10	fire-max		20	30	dmg-fire/lvl	20			explosivearrow		6	6	att-skill	Fire Ball	25	3																	0
Scilla's Nimbleness	100	1		1	1	27	22	am2	Reflex Bow	1		8	20000								tinkerflag2		25	35	dmg%		90	140	swing1		40	40	att%		25	25	move2		20	20	slow		50	50	skill	Dodge	2	4	skill	Avoid	2	4																	0
Kashya's Issue	0	1		1	1	37	30	apb	Precision Bow	1		9	25000								tinkerflag2		25	35	ama		2	2	dmg%		60	90	dmg/lvl	8			swing2		20	20	explosivearrow		7	7	mana		30	30	hp		30	30	ac-miss		100	200													0
Fluffy Rabbit's Hare-y Javelin	0	1		1	1	23	17	am5	Maiden Javelin	1		8	20000								tinkerflag2		25	35	rep-quant	33			dmg%		110	150	swing2		20	20	dmg-cold/lvl	20			skilltab	1	1	3	deadly		15	15	manasteal		5	7	dmg-cold	150	10	30													0
Rod of Zerae	100	1		1	1	18	14	am3	Maiden Spear	1		7	15000								tinkerflag2		25	35	ama		1	1	dmg%		75	125	dmg-min		5	5	swing1		20	20	abs-ltng%		5	10	att-skill	Lightning	19	7	gethit-skill	Static Field	19	8																	0
Lance of Celestia	100	1		1	1	27	22	am4	Maiden Pike	1		8	20000								tinkerflag2		25	35	ama		2	2	dmg%		160	190	swing1		40	40	deadly		20	20	res-all		10	30	str		7	14	dex		7	14																	0
Oxhorn	100	1		1	1	39	29	am6	Ashwood Bow	2		9	25000								tinkerflag2		25	35	dmg%		100	150	dmg/lvl	8			str		10	10	dex		10	10	skill	Critical Strike	1	3	pierce		10	10	hit-skill	Amplify Damage	4	5	ease		-25	-25													0
Lycander's Aim	100	1		1	1	50	42	am7	Ceremonial Bow	2		11	35000								tinkerflag2		25	35	ama		2	2	skilltab	0	1	2	dmg%		150	200	dmg-norm		25	50	swing2		20	20	manasteal		5	9	ac%		30	30	dex		10	30	enr		10	30									0
Robin Hood's Precision	0	1		1	1	59	52	9pb	Tuigan Bow	2		11	35000								tinkerflag2		25	35	dmg%/lvl	20			dmg-min		40	50	swing2		60	60	pierce		30	30	att		200	200	att/lvl	4			gold%		80	120	mag%		80	120													0
Titan's Revenge	0	1		1	1	50	42	ama	Ceremonial Javelin	2		11	35000								tinkerflag2		25	35	rep-quant	33			ama		2	2	skilltab	2	1	1	dmg%		150	200	dmg/lvl	6			swing1		20	20	balance1		20	20	hp		100	100	hit-skill	ctcHydra	7	14									0
The Dragoon Shaft	100	1		1	1	43	32	am8	Ceremonial Spear	2		10	30000								tinkerflag2		25	35	dmg%		120	160	skilltab	2	3	3	fire-min		60	180	fire-max		180	360	dmg-fire/lvl	48			move2		10	30	att-skill	ctcHydra	20	17																	0
Lycander's Flank	100	1		1	1	50	42	am9	Ceremonial Pike	2		11	35000								tinkerflag2		25	35	ama		2	2	skilltab	2	1	1	dmg%		170	220	dmg-norm		25	50	swing2		30	30	ac%		10	30	red-dmg%		10	10	lifesteal		5	9	str		10	30	vit		10	30					0
Goldfinger	100	1		1	1	53	56	amb	Matriarchal Bow	3		11	35000								tinkerflag2		25	35	dmg%		160	200	dmg/lvl	12			dmg-ltng/lvl	40			skilltab	0	1	3	mag%		100	100	gold%		100	100	hit-skill	Chain Lightning	7	25																	0
Artemis' Wrath	100	1		1	1	78	62	amc	Grand Matron Bow	3		13	45000								tinkerflag2		25	35	ama		1	3	dmg%		230	280	swing3		30	30	oskill	Natural Resistance	1	1	dmg-cold	300	60	120	manasteal		5	7	ignore-ac		1	1	dmg%/lvl	8															0
Maija's Menace	0	1		1	1	84	71	0pb	Elven Bow	3		13	45000								tinkerflag2		25	35	dmg%		230	280	lifesteal		5	7	manasteal		5	7	hit-skill	Lower Resist	5	6	dmg-undead		200	200	dmg-demon		200	200	oskill	Spirit of Barbs	10	14	sock		2	2													0
Zeus' Bolts	0	1		1	1	65	62	amf	MatriarchalJavelin	3		12	40000								tinkerflag2		25	35	rep-quant	33			ama		3	3	dmg%		140	180	extra-ltng		15	25	dmg%/lvl	8			dmg-ltng/lvl	56			abs-ltng		20	20	skill	Lightning Fury	3	6	aura	Meditation	1	1									0
Lightfoot	100	1		1	1	61	60	amd	Matriarchal Spear	3		12	40000								tinkerflag2		25	35	ama		1	1	dmg%		200	240	dmg/lvl	8			swing3		40	40	oskill	Shout	1	3	move3		40	40	skilltab	1	1	3	ease		-50	-50													0
Raiden's Staff	100	1		1	1	81	70	ame	Matriarchal Pike	3		13	45000								tinkerflag2		25	35	dmg%		255	290	swing3		30	30	crush		25	25	dmg-ltng		60	250	oskill	Fade	1	1	gethit-skill	Static Field	25	15																					0
assn																																																																					0
Ghoul's Touch	100	1		1	1	1	5	ktr	Katar	1		6	10000								tinkerflag2		25	35	cold-min		5	10	cold-max		15	20	cold-len		200	400	dmg-pois	50	75	256	hit-skill	Amplify Damage	25	2	sock		1	1	regen		-1	-1																	0
Diamond Cuff	100	1		1	1	7	9	wrb	Wrist Blade	1		6	10000								tinkerflag2		25	35	dmg-norm		5	10	dmg-ltng		1	30	dmg-ltng/lvl	24			dmg-demon		100	100	att-demon		100	100	att		50	150	skill	Claws of Thunder	1	3																	0
Shadow Slice	100	1		1	1	12	12	axf	Hatchet Hands	1		7	15000								tinkerflag2		25	35	dmg/lvl	8			swing2		20	20	dmg-cold	150	4	8	manasteal		6	12	dmg-ac		-25	-25	skill	Tiger Strike	2	4	skill	Cloak of Shadows	2	4																	0
Soulsear	100	1		1	1	15	13	ces	Cestus	1		7	15000								tinkerflag2		25	35	dmg%		50	75	swing2		30	30	manasteal		40	50	dmg-mag		10	25	hit-skill	Ice Bolt	20	7																									0
Scratch of Persia	100	1		1	1	18	15	clw	Claws	1		7	15000								tinkerflag2		25	35	dmg-norm		10	20	swing1		10	10	res-all		10	10	skill	Tiger Strike	4	8	gold%		50	100	mag%		30	60																					0
Threaded Spines	100	1		1	1	21	19	btl	Blade Talons	1		8	20000								tinkerflag2		25	35	dmg/lvl	8			dmg-pois	125	52	103	dmg-pois/lvl	16			openwounds		20	20	hit-skill	ctcTeeth	7	5	gethit-skill	Poison Nova	15	4																					0
Royal Grapple	100	1		1	1	24	22	skr	Scissors Katar	1		8	20000								tinkerflag2		25	35	ass		1	1	dmg%		160	210	swing1		20	20	openwounds		20	20	deadly		15	15	crush		10	10	ease		-50	-50																	0
Phalzyr's Frenzy	100	1		1	1	37	29	njt	Ninja To	1		9	25000								tinkerflag2		25	35	dmg/lvl	12			swing3		40	80	att		50	200	att/lvl	8			dex		20	20	dex/lvl	4																							0
Ensnare	100	1		1	1	32	32	9ar	Quhab	2		8	20000								tinkerflag2		25	35	skilltab	18	3	3	skill	Lightning Sentry	2	3	skill	STeeth	2	3	skill	Charged Bolt Sentry	2	3	mana		60	60	swing1		20	20	slow		75	75	hit-skill	Decrepify	30	5	knock		1	1									0
Quill Giant's Spine	100	1		1	1	32	29	9wb	Wrist Spike	2		9	25000								tinkerflag2		25	35	dmg%		50	150	dmg-norm		15	35	dmg-pois	150	256	512	knock		1	1	hp		25	75	hit-skill	Attract	5	3	aura	Thorns	6	9																	0
Sparkmonger	100	1		1	1	36	32	9xf	Fascia	2		9	25000								tinkerflag2		25	35	dmg%		50	100	dmg-ltng		1	250	dmg-ltng/lvl	20			res-ltng-max		5	15	res-ltng		40	70	skill	Claws of Thunder	2	4	hit-skill	chain lightning	20	5	gethit-skill	Lightning	20	9													0
Doom's Apprentice	100	1		1	1	41	35	9cs	Hand Scythe	2		10	30000								tinkerflag2		25	35	dmg%		80	120	deadly		30	30	crush		15	15	lifesteal		6	12	hit-skill	Amplify Damage	10	9	hit-skill	Corpse Explosion	15	10																					0
Scratch of the Elements	100	1		1	1	45	38	9lw	Greater Claws	2		10	30000								tinkerflag2		25	35	dmg/lvl	10			swing1		20	20	dmg-fire		30	50	dmg-cold	200	25	35	dmg-ltng		1	100	skill	Royal Strike	1	3	skill	Fists of Fire	2	4	skill	Claws of Thunder	2	4	skill	Blades of Ice	2	4	sock		2	2					0
Fangs of the King Cobra	100	1		1	1	50	42	9tw	Greater Talons	2		11	35000								tinkerflag2		25	35	dmg%		180	240	deadly		20	20	dmg-pois	100	256	768	dmg-pois/lvl	40			lifesteal		10	10	res-pois		50	50	res-pois-len		50	50	skill	Cobra Strike	2	4	skill	Venom	2	4									0
Warpfist	100	1		1	1	54	45	9qr	Scissors Quhab	2		11	35000								tinkerflag2		25	35	dmg%		80	120	dmg%/lvl	24			swing3		50	50	slow		33	33	balance2		20	20	skill	Quickness	2	5	charged	Teleport	12	10	ac		150	150	rep-dur	15											0
Solistus' Masamune Edge	100	1		1	1	62	58	9nj	Wakizashi	2		12	40000								tinkerflag2		25	35	dmg%		150	200	dmg/lvl	12			swing1		20	20	att%		40	60	dmg-fire		50	100	dmg-cold	300	50	100	dmg-ltng		50	100	lifesteal		3	9	str		20	20	dex		20	20					0
Clavo Platino	100	1		1	1	52	55	7ar	Suwayyah	3		11	35000								tinkerflag2		25	35	dmg%		200	250	dmg-undead		150	300	dmg-demon		150	300	crush		10	10	openwounds		25	25	ignore-ac		1	1	charged	Blade Shield	120	20	skilltab	20	1	1													0
Excalibria	100	1		1	1	57	56	7wb	Wrist Sword	3		11	35000								tinkerflag2		25	35	ass		1	1	dmg%		180	250	dmg-norm		25	50	move1		20	20	hp		40	60	mana		40	60	oskill	Whirlwind	1	3	skill	Venom	3	6													0
Polar Edge	100	1		1	1	62	58	7xf	War Fist	3		12	40000								tinkerflag2		25	35	dmg%		210	270	dmg-cold	300	45	180	freeze		3	3	extra-cold		5	10	skill	Blades of Ice	3	5	hit-skill	ctcFrozen Orb	10	25	charged	Hurricane	120	5	indestruct		1	1													0
The Freedom of Imprisonment	100	1		1	1	67	61	7cs	Battle Cestus	3		12	40000								tinkerflag2		25	35	dmg%		300	350	dmg-norm		15	25	crush		33	33	att		150	200	knock		1	1	ac		500	500	regen		-10	-10																	0
Raja's Majesty	100	1		1	1	72	65	7lw	Feral Claws	3		13	45000								tinkerflag2		25	35	dmg%		200	260	dmg-min		15	30	dmg-max		30	45	deadly		30	30	lifesteal		5	9	manasteal		5	9	mag%		50	50	skilltab	19	1	3	oskill	Zeal	3	6									0
Viz-Jaq'taar's Invention	100	1		1	1	77	70	7tw	Runic Talons	3		13	45000								tinkerflag2		25	35	ass		1	2	dmg%		280	330	swing3		40	40	dex/lvl	4			str/lvl	4			skill	Quickness	2	4	skill	Fade	2	4	skill	Venom	2	4	sock		2	2									0
Slight of Hand	100	1		1	1	82	68	7qr	Scissors Suwayyah	3		13	45000								tinkerflag2		25	35	ass		1	2	dmg/lvl	10			swing2		30	30	skilltab	18	2	4	mana		100	200	regen-mana		50	100	hit-skill	Elemental Mastery	8	6	ease		-75	-75													0
Muramasa Sword	100	1		1	1	84	80	0nn	Katana	3		13	45000								tinkerflag2		25	35	allskills		2	2	dmg%		200	240	dmg%/lvl	12			swing2		50	50	ignore-ac		1	1	dex		30	50	skill	Iaigiri	3	6	sock		1	1													0
barw																																																																					0
Larzuk's Aim	0	1		1	1	24	20	bts	Tribal Spear	1		8	20000								tinkerflag2		25	35	rep-quant	33			pierce		10	10	bar		1	1	dmg%		100	150	dmg/lvl	8			swing2		20	20	att		100	150	deadly		30	30	skill	Throwing Mastery	1	4									0
Malah's Aid	0	1		1	1	48	40	9xb	Highland Javelin	2		10	30000								tinkerflag2		25	35	rep-quant	33			pierce		15	15	bar		2	2	dmg%		210	260	swing2		40	40	hp/lvl	12			regen		10	20	res-all		30	30													0
Rising Sun	0	1		1	1	72	64	0xb	Mountain Clan Spear	3		13	45000								tinkerflag2		25	35	rep-quant	33			pierce		20	20	dmg%		190	210	swing3		60	60	skilltab	12	3	3	att-skill	Holy Bolt	12	22	dmg-fire		200	350	oskill	Zeal	4	6	skill	Throwing Mastery	1	3	nofreeze		1	1	dmg/lvl	12			0
